job_id,company_id,company_name,title,location,work_type,experience_level,posting_date,views,applies,workplace_model,Role_Category,Annualized_Salary
3901962027,8403.0,BJ's Wholesale Club,SR Data Scientist,"Marlborough, MA",FULL_TIME,,1713476884000.0,6.0,1.0,On-site / Hybrid,Data Science,
3901963450,122000.0,SBT,"VP, AI Engineering (SW-HW)",San Francisco Bay Area,FULL_TIME,Executive,1713479174000.0,3.0,1.0,On-site / Hybrid,Data Science,
3901964594,13705949.0,Ace Technologies,Data Engineer,"Houston, TX",CONTRACT,,1713480910000.0,4.0,1.0,On-site / Hybrid,Data Engineering,
3901965359,1106954.0,Connvertex® Technologies,Database Application Engineer (W2 Only and Georgia Candidates Only),"Alpharetta, GA",CONTRACT,,1713478808000.0,6.0,,On-site / Hybrid,Data Engineering,
3901965519,79482021.0,Ehub Global Inc,Data Architect,"Denver, CO",CONTRACT,Director,1713479971000.0,3.0,1.0,On-site / Hybrid,Data Engineering,72.5
3901966406,80021800.0,"1st-Recruit LLC, An E-Verified Company",Cloud Data Engineer,New York City Metropolitan Area,CONTRACT,,1713479430000.0,4.0,1.0,On-site / Hybrid,Data Engineering,
3901967208,6233.0,Thrivent,"Engineering Manager, Data Marketplace",United States,FULL_TIME,Mid-Senior level,1713479049000.0,4.0,,On-site / Hybrid,Data Engineering,
3901977714,162715.0,bioMérieux,Sr. Data Engineer,"San Jose, CA",FULL_TIME,Mid-Senior level,1713487954000.0,5.0,,On-site / Hybrid,Data Engineering,163550.0
3901979221,9414559.0,Sayari,Senior Data Engineer,United States,FULL_TIME,,1713483628000.0,2.0,,On-site / Hybrid,Data Engineering,
3901979241,9414559.0,Sayari,Forward Deployed Data Engineer - TS/SCI Full Scope Polygraph,Washington DC-Baltimore Area,FULL_TIME,,1713483870000.0,2.0,,On-site / Hybrid,Data Engineering,
3901979758,47475.0,Red Oak Technologies,Machine Learning Engineer,"Austin, TX",CONTRACT,Mid-Senior level,1713490211000.0,4.0,1.0,On-site / Hybrid,Data Science,
3901980816,86694192.0,Deep Voodoo,"Machine Learning Researcher, Machine Learning Operations Engineer, Sr. Software Developer, Assoc Software Developer","California, United States",FULL_TIME,,1713492464000.0,5.0,,On-site / Hybrid,Data Science,
3901981117,1813115.0,Building Products Company,"Manager or Sr. Analyst, SEC & Technical Reporting","Greenwich, CT",FULL_TIME,Mid-Senior level,1713483531000.0,2.0,,On-site / Hybrid,Data Analytics,130000.0
3901981562,2642477.0,Numentica,Data Migration Specialist - M365 Engineer,"Florida, United States",CONTRACT,,1713489050000.0,6.0,2.0,On-site / Hybrid,Data Engineering,
3901981845,3295320.0,Intelletec,Senior Data Engineer,"New York, NY",FULL_TIME,Mid-Senior level,1713492276000.0,3.0,,On-site / Hybrid,Data Engineering,187500.0
3901982014,40684054.0,Kopco,Business Intelligence Intern,"Fort Smith, AR",FULL_TIME,,1713483317000.0,3.0,1.0,On-site / Hybrid,Data Analytics,
3901983526,9645.0,Benjamin Moore,Data Science & Analytics Intern - Summer 2024,"Montvale, NJ",TEMPORARY,Internship,1713490570000.0,3.0,,On-site / Hybrid,Data Analytics,
3901986537,3848.0,MITRE,Cloud Data Architect,"Bedford, MA",FULL_TIME,Mid-Senior level,1713398400000.0,4.0,,On-site / Hybrid,Data Engineering,
3901986959,2615835.0,Piper Companies,"Program Manager, Data Analytics and Health Care Compliance","New Brunswick, NJ",FULL_TIME,Entry level,1713496490000.0,3.0,,On-site / Hybrid,Data Analytics,115000.0
3901989465,1035.0,Microsoft,Senior Electrical Distribution Engineer - Datacenter Engineering,"Phoenix, AZ",FULL_TIME,,1713495672000.0,3.0,,On-site / Hybrid,Data Engineering,175300.0
3901991739,2732417.0,Instacart,"Machine Learning Engineer, PhD Intern",United States,FULL_TIME,Internship,1713398400000.0,19.0,,On-site / Hybrid,Data Science,
3901992101,10616.0,CARFAX,Data Analyst,"Centreville, VA",FULL_TIME,Entry level,1713496432000.0,4.0,,On-site / Hybrid,Data Analytics,
3901992140,3762.0,Discover Financial Services,Senior Data Science Analyst (multiple openings) - IHM,"Riverwoods, IL",FULL_TIME,Mid-Senior level,1711336689000.0,4.0,,On-site / Hybrid,Data Analytics,102500.0
3901992642,18586790.0,AstrumU®,Data scientist intern,"Bellevue, WA",INTERNSHIP,,1713498964000.0,39.0,19.0,On-site / Hybrid,Data Science,
3901993587,1497.0,AMD,Principal Machine Learning Performance Engineer,"San Jose, CA",FULL_TIME,Mid-Senior level,1713499192000.0,4.0,,On-site / Hybrid,Data Science,
3901993765,1068.0,JPMorgan Chase & Co.,"Finance & Business Management Data Scientist, Senior Associate","Chicago, IL",FULL_TIME,,1713499634000.0,5.0,,On-site / Hybrid,Data Science,
3901994794,75453814.0,Two Six Technologies,Senior Data Scientist,"Aurora, Colorado, United States",FULL_TIME,Mid-Senior level,1713398400000.0,6.0,,On-site / Hybrid,Data Science,
3901995691,1068.0,JPMorgan Chase & Co.,Head of Corporate Technology Intelligent Systems Data and Analytics - Senior Principal Data Architect,"Houston, TX",FULL_TIME,Director,1713499665000.0,3.0,,On-site / Hybrid,Data Analytics,
3901995708,1028.0,Oracle,Principal Database Engineer,"Austin, TX",FULL_TIME,Entry level,1713398400000.0,5.0,,On-site / Hybrid,Data Engineering,158850.0
3901997609,1068.0,JPMorgan Chase & Co.,"Product Manager, Machine Learning","New York, NY",FULL_TIME,,1713499644000.0,5.0,,On-site / Hybrid,Data Science,
3901998589,1068.0,JPMorgan Chase & Co.,"VP / Client, Finance & Strategy Data Scientist Lead – JPM Private Client","San Francisco, CA",FULL_TIME,Mid-Senior level,1713499662000.0,4.0,,On-site / Hybrid,Data Science,
3901999609,13386.0,Skechers,Retail Business Intelligence Analyst II,"Manhattan Beach, CA",FULL_TIME,Mid-Senior level,1713501250000.0,6.0,1.0,On-site / Hybrid,Data Analytics,
3902301292,74081323.0,TekJobs,Senior Data Engineer,United States,FULL_TIME,,1713504151000.0,3.0,,On-site / Hybrid,Data Engineering,
3902301469,69739391.0,Data Glacier,Data Science Intern DIN48,United States,INTERNSHIP,,1713505856000.0,,,On-site / Hybrid,Data Science,
3902304004,74081323.0,TekJobs,Data Analyst,United States,FULL_TIME,,1713502694000.0,7.0,,On-site / Hybrid,Data Analytics,
3902307222,40018.0,Blue Origin,Configuration & Data Management Analyst III,"Merritt Island, FL",FULL_TIME,Mid-Senior level,1713507336000.0,4.0,,On-site / Hybrid,Data Analytics,
3902317341,5697.0,U.S. Department of Labor,Data Scientist,"Washington, DC",FULL_TIME,Entry level,1713484800000.0,4.0,,On-site / Hybrid,Data Science,78665.5
3902317975,3081.0,Thermo Fisher Scientific,BI Data Engineer,"United, PA",FULL_TIME,,1713516767000.0,4.0,,On-site / Hybrid,Data Engineering,
3902320788,3081.0,Thermo Fisher Scientific,BI Data Engineer,"South Carolina, United States",FULL_TIME,,1713516767000.0,4.0,,On-site / Hybrid,Data Engineering,
3902320789,3081.0,Thermo Fisher Scientific,BI Data Engineer,"Texas, United States",FULL_TIME,,1713516767000.0,5.0,,On-site / Hybrid,Data Engineering,
3902322819,3081.0,Thermo Fisher Scientific,BI Data Engineer,"North Carolina, United States",FULL_TIME,,1713516957000.0,3.0,,On-site / Hybrid,Data Engineering,
3902326651,3997420.0,Cox Automotive Inc.,Data Sr Analyst,"Austin, TX",FULL_TIME,Mid-Senior level,1713519012000.0,6.0,,On-site / Hybrid,Data Analytics,107050.0
3902330747,5240076.0,myGwork - LGBTQ+ Business Community,Data Systems Engineer - Onsite,"Auburn Hills, MI",FULL_TIME,Entry level,1713520049000.0,9.0,,On-site / Hybrid,Data Engineering,
3902331067,3762.0,Discover Financial Services,Manager Data Science,"Riverwoods, IL",FULL_TIME,Mid-Senior level,1711358289000.0,5.0,,On-site / Hybrid,Data Science,151900.0
3902333082,95734231.0,Tech Consulting,Data Engineer,New York City Metropolitan Area,FULL_TIME,Associate,1713520689000.0,2.0,,On-site / Hybrid,Data Engineering,
3902338568,467038.0,"Paramount Software Solutions, Inc",Data Analyst,"Seattle, WA",CONTRACT,,1713523429000.0,3.0,,On-site / Hybrid,Data Analytics,
3902339568,5240076.0,myGwork - LGBTQ+ Business Community,Reporting Analyst,"Cincinnati, OH",FULL_TIME,Mid-Senior level,1713525032000.0,4.0,,On-site / Hybrid,Data Analytics,
3902340477,2736308.0,ATC,Data Analyst-NY,"New York, United States",FULL_TIME,Entry level,1713527532000.0,2.0,,On-site / Hybrid,Data Analytics,
3902340711,98396104.0,Randstad Digital,Data Analyst,"Atlanta, GA",CONTRACT,Associate,1713529475000.0,1.0,,On-site / Hybrid,Data Analytics,47840.0
3902341448,2736308.0,ATC,Data Analyst-WA,"Washington, United States",FULL_TIME,Entry level,1713527698000.0,2.0,,On-site / Hybrid,Data Analytics,
3902342698,12991466.0,TOPSYS IT,ETL ENGINEER,"Austin, Texas Metropolitan Area",CONTRACT,,1713530908000.0,3.0,,On-site / Hybrid,Data Engineering,
3902342905,44661.0,IT Associates,Machine Learning Engineer ( MLFlow / Azure ML / DevOps),"Michigan, United States",CONTRACT,Mid-Senior level,1713531779000.0,11.0,3.0,On-site / Hybrid,Data Science,
3902342934,10689129.0,TIMBER,Data Privacy Analyst,Greater Seattle Area,CONTRACT,Mid-Senior level,1713531866000.0,4.0,,On-site / Hybrid,Data Analytics,
3902343176,2736308.0,ATC,Data Analyst-CA,"California, United States",FULL_TIME,Entry level,1713527606000.0,3.0,,On-site / Hybrid,Data Analytics,
3902343179,2736308.0,ATC,Data Analyst-IL,"Illinois, United States",FULL_TIME,Entry level,1713527629000.0,4.0,2.0,On-site / Hybrid,Data Analytics,
3902343369,,,Data Engineer,United States,FULL_TIME,,1713529859000.0,7.0,2.0,On-site / Hybrid,Data Engineering,
3902343817,965942.0,Gupta Media,Digital Media Data Analyst,Greater Boston,FULL_TIME,Entry level,1713532155000.0,1.0,,On-site / Hybrid,Data Analytics,
3902344130,106584.0,Selby Jennings,"Enterprise Data Engineer (Azure, Python, SQL)","Boston, MA",FULL_TIME,Mid-Senior level,1713527307000.0,2.0,,On-site / Hybrid,Data Engineering,
3902344156,2736308.0,ATC,Data Analyst-VA,"Virginia, United States",FULL_TIME,Entry level,1713527648000.0,2.0,,On-site / Hybrid,Data Analytics,
3902344465,86694680.0,Ascendion,Senior Azure Cloud Data Engineer,United States,FULL_TIME,Mid-Senior level,1713530094000.0,1.0,,On-site / Hybrid,Data Engineering,92000.0
3902345121,2736308.0,ATC,Data Analyst-Tx,"Texas, United States",FULL_TIME,Entry level,1713527556000.0,2.0,,On-site / Hybrid,Data Analytics,
3902347170,18583501.0,Stealth Startup,Machine Learning Engineer [4414],United States,FULL_TIME,Mid-Senior level,1713529685000.0,4.0,,On-site / Hybrid,Data Science,
3902348205,1014710.0,Technostrides Inc,AI Engineer,Washington DC-Baltimore Area,CONTRACT,,1713532757000.0,1.0,,On-site / Hybrid,Data Science,
3902348387,4674.0,Exelon,Sr Data Scientist,"Philadelphia, PA",FULL_TIME,Mid-Senior level,1713533212000.0,5.0,,On-site / Hybrid,Data Science,
3902348581,10126963.0,Planet Technology,SQL Data engineer - W2,United States,CONTRACT,Mid-Senior level,1713533914000.0,11.0,1.0,On-site / Hybrid,Data Engineering,
3902349759,65646554.0,LinkTMS,Program Analyst Power BI,"Richmond, VA",CONTRACT,,1713535060000.0,14.0,1.0,On-site / Hybrid,Data Analytics,
3902350998,,,Machine Learning Specialist,New York City Metropolitan Area,FULL_TIME,,1713536714000.0,1.0,,On-site / Hybrid,Data Science,
3902351683,2627812.0,CodeForce 360,Big Data Engineer,"Phoenix, AZ",CONTRACT,,1713535885000.0,1.0,,On-site / Hybrid,Data Engineering,
3902351871,77097.0,Select Source International,Data Analyst III (Onsite - Only W2/No C2C),"Phoenix, AZ",CONTRACT,,1713536640000.0,8.0,2.0,On-site / Hybrid,Data Analytics,
3902351966,696534.0,V2Soft,Data Engineer,"Auburn Hills, MI",CONTRACT,,1713536989000.0,28.0,12.0,On-site / Hybrid,Data Engineering,
3902352426,2394652.0,Fortune Brands Innovations,AI CAD Application Engineer,"North Olmsted, OH",FULL_TIME,Associate,1713534592000.0,3.0,,On-site / Hybrid,Data Science,
3902353328,11553420.0,Indotronix Avani Group,Business Intelligence Consultant,"Parsippany, NJ",CONTRACT,Executive,1713534444000.0,12.0,3.0,On-site / Hybrid,Data Analytics,
3902355088,8047188.0,Empower Professionals Inc,Big Data Engineer,"Alpharetta, GA",CONTRACT,,1713534010000.0,13.0,7.0,On-site / Hybrid,Data Engineering,
3902355279,421658.0,Avenues International Inc.,Business Intelligence Developer,"New York, NY",CONTRACT,,1713535468000.0,6.0,1.0,On-site / Hybrid,Data Analytics,
3902355281,49681.0,OKAYA INFOCOM,Machine Learning Engineer/AI Engineer || 7+ Years of Experience,"San Francisco, CA",FULL_TIME,,1713535342000.0,,,On-site / Hybrid,Data Science,
3902355613,79830368.0,Qualitative Financials,Data Architect,United States,CONTRACT,,1713536756000.0,6.0,1.0,On-site / Hybrid,Data Engineering,
3902356370,3615984.0,"Global Solutions Group, Inc.",Sr. Database Engineer,United States,CONTRACT,,1713539289000.0,7.0,,On-site / Hybrid,Data Engineering,
3902356378,828170.0,"TSR Consulting Services, Inc.",Data Engineer,"New Castle, DE",CONTRACT,,1713537203000.0,39.0,17.0,On-site / Hybrid,Data Engineering,
3902356433,4787.0,Apex Systems,Data Center Planning Analyst,"Wilson, NC",CONTRACT,Associate,1713537589000.0,3.0,,On-site / Hybrid,Data Analytics,
3902356436,3223787.0,"Collaborate Solutions, Inc",Lead Data warehouse Engineer,"Columbia, TN",CONTRACT,,1713537760000.0,5.0,2.0,On-site / Hybrid,Data Engineering,
3902356904,245238.0,Thoughtwave Software and Solutions,Data Engineer,Dallas-Fort Worth Metroplex,CONTRACT,,1713538693000.0,5.0,2.0,On-site / Hybrid,Data Engineering,
3902357112,11076214.0,Robbie AI,Machine Learning Team Lead,"Tulsa, OK",FULL_TIME,,1713536649000.0,2.0,,On-site / Hybrid,Data Science,
3902357940,74694602.0,Libsys Inc,Gen AI Engineer,"Houston, TX",CONTRACT,,1713538653000.0,6.0,,On-site / Hybrid,Data Science,
3902358747,374632.0,EmblemHealth,Sr. Operations Data Analyst - Provider - (SAS Required) - Remote,"New York, NY",FULL_TIME,Mid-Senior level,1713538495000.0,3.0,,Remote,Data Analytics,86500.0
3902359059,1156293.0,CGS Business Solutions | INC 5000 Company,IT Team Lead / Sr. Servicing Product Owner / Sr. SQL Data Analyst  (Onsite Required),"Anaheim, CA",FULL_TIME,Mid-Senior level,1713536885000.0,1.0,,On-site / Hybrid,Data Analytics,122500.0
3902359906,163062.0,Citizens,Sr Data Scientist,"Stamford, CT",FULL_TIME,,1713538819000.0,3.0,,On-site / Hybrid,Data Science,
3902360145,1864.0,3M,Unstructured Data Engineering Lead,"Maplewood, MN",FULL_TIME,Mid-Senior level,1713537544000.0,3.0,,On-site / Hybrid,Data Engineering,
3902360711,1028.0,Oracle,Oracle Business Intelligence Techno-Functional Consultant,United States,FULL_TIME,Mid-Senior level,1713484800000.0,4.0,,On-site / Hybrid,Data Analytics,
3902360792,2307.0,Kelly,Data Analyst,"Columbia, SC",CONTRACT,Associate,1713538929000.0,10.0,4.0,On-site / Hybrid,Data Analytics,61880.0
3902363076,6461553.0,Sole Source Capital LLC,Data Scientist,"Dallas, TX",FULL_TIME,,1713538582000.0,4.0,,On-site / Hybrid,Data Science,
3902363405,2474662.0,Planet Pharma,Data Curation Engineer,"North Chicago, IL",FULL_TIME,,1713484800000.0,2.0,,On-site / Hybrid,Data Engineering,91520.0
3902363585,477843.0,"Infotech Spectrum Inc,",Solutions Architect(Databricks),"Phoenix, AZ",CONTRACT,,1713539036000.0,3.0,,On-site / Hybrid,Data Engineering,
3902364148,1035.0,Microsoft,​Data Engineer (Fabric)​,United States,FULL_TIME,,1713538890000.0,3.0,,On-site / Hybrid,Data Engineering,
3902364451,1167425.0,CGT Staffing (CompuGroup Technologies),Clinical Data Scientist,"Pittsburgh, PA",CONTRACT,,1713539674000.0,7.0,,On-site / Hybrid,Data Science,
3902364734,32346.0,AMSURG,Sr. Data Engineer,"Nashville, TN",FULL_TIME,Mid-Senior level,1713484800000.0,5.0,1.0,On-site / Hybrid,Data Engineering,
3902366146,2627812.0,CodeForce 360,Tibco Spotfire Data Analyst,"Cincinnati, OH",CONTRACT,,1713539008000.0,10.0,,On-site / Hybrid,Data Analytics,
3902366872,11692984.0,Smart IT Frame LLC,Databricks Data Engineer,"New York, United States",FULL_TIME,Mid-Senior level,1713540734000.0,9.0,3.0,On-site / Hybrid,Data Engineering,
3902367164,42379403.0,New Millenium Consulting,NMC_000221 - Data Analyst (W2),"Plano, TX",CONTRACT,Mid-Senior level,1713539468000.0,3.0,,On-site / Hybrid,Data Analytics,67600.0
3902367484,2615835.0,Piper Companies,Enterprise Data Engineer,"Washington, DC",FULL_TIME,Entry level,1713539684000.0,3.0,,On-site / Hybrid,Data Engineering,145000.0
3902368153,3999028.0,Zentek Infosoft,Big Data Engineer,"Phoenix, AZ",CONTRACT,,1713539663000.0,21.0,10.0,On-site / Hybrid,Data Engineering,
3902368502,3999028.0,Zentek Infosoft,Data Engineer,"Phoenix, AZ",CONTRACT,,1713540272000.0,9.0,3.0,On-site / Hybrid,Data Engineering,
3902368730,34654317.0,Falcon Smart IT (FalconSmartIT),Senior Data Scientist for eComm Analytics,"Bentonville, AR",CONTRACT,Mid-Senior level,1713540848000.0,4.0,,On-site / Hybrid,Data Analytics,
3902369025,12951519.0,Provision People,Senior Data Engineer,"Norwalk, CT",FULL_TIME,Mid-Senior level,1713539090000.0,3.0,1.0,On-site / Hybrid,Data Engineering,177500.0
3902370517,1277.0,American Express,"Vice President, Finance – Data Science & Visualization Analytics","New York, NY",FULL_TIME,Executive,1713540303000.0,3.0,,On-site / Hybrid,Data Analytics,222500.0
3902370542,34654317.0,Falcon Smart IT (FalconSmartIT),Senior Data Engineer,"Bentonville, AR",CONTRACT,Mid-Senior level,1713540427000.0,8.0,6.0,On-site / Hybrid,Data Engineering,
3902371214,2615835.0,Piper Companies,Jr. Data Scientist (Hybrid),"McLean, VA",FULL_TIME,Entry level,1713539684000.0,5.0,,On-site / Hybrid,Data Science,88400.0
3902371309,11056.0,Insight Global,Senior Data Analyst- Scientist,United States,FULL_TIME,Mid-Senior level,1713540149000.0,2.0,,On-site / Hybrid,Data Analytics,104000.0
3902371576,11553420.0,Indotronix Avani Group,Machine Learning Engineer,"Pennsylvania, United States",CONTRACT,Mid-Senior level,1713540963000.0,12.0,,On-site / Hybrid,Data Science,
3902397585,828170.0,"TSR Consulting Services, Inc.",Data Engineer/Scala Developer,"New Castle, DE",CONTRACT,,1713549740000.0,37.0,21.0,On-site / Hybrid,Data Engineering,
3902731955,1307.0,Fidelity Investments,Senior Reporting Analyst,"Westlake, TX",FULL_TIME,,1713312000000.0,44.0,6.0,On-site / Hybrid,Data Analytics,
3902731959,1307.0,Fidelity Investments,Senior Reporting Analyst,"Merrimack, NH",FULL_TIME,,1713312000000.0,20.0,,On-site / Hybrid,Data Analytics,
3902732774,68332861.0,Pattern Data,Program Data Analyst,United States,FULL_TIME,Entry level,1713387818000.0,289.0,106.0,On-site / Hybrid,Data Analytics,
3902732950,1307.0,Fidelity Investments,Senior Reporting Analyst,"Durham, NC",FULL_TIME,,1713312000000.0,29.0,2.0,On-site / Hybrid,Data Analytics,
3902733657,167251.0,Dropbox,Data Scientist,United States,FULL_TIME,,1713387758000.0,7.0,,On-site / Hybrid,Data Science,
3902734748,1307.0,Fidelity Investments,Senior Reporting Analyst,"Smithfield, RI",FULL_TIME,,1713312000000.0,6.0,,On-site / Hybrid,Data Analytics,
3902735179,22303218.0,Vail Health,Sr. Healthcare Data Analyst,United States,FULL_TIME,,1713387408000.0,9.0,,On-site / Hybrid,Data Analytics,109465.93
3902735397,167251.0,Dropbox,"Engineering Manager, Data Infrastructure","Maryland, United States",FULL_TIME,,1713387758000.0,7.0,,On-site / Hybrid,Data Engineering,
3902735669,1307.0,Fidelity Investments,Senior Reporting Analyst,"Boston, MA",FULL_TIME,,1713312000000.0,8.0,,On-site / Hybrid,Data Analytics,
3902738223,1318.0,Wipro,Business Intelligence Solutions Architect,"Austin, TX",FULL_TIME,Mid-Senior level,1713388192000.0,1.0,,On-site / Hybrid,Data Analytics,
3902741548,1760.0,AIG,Business Intelligence Delivery Senior Associate (Developer),"Jersey City, NJ",FULL_TIME,Mid-Senior level,1713389119000.0,6.0,,On-site / Hybrid,Data Analytics,
3902741837,1975865.0,My3Tech,ETL Engineer,"Austin, TX",CONTRACT,Mid-Senior level,1713389596000.0,8.0,2.0,On-site / Hybrid,Data Engineering,
3902741904,24440.0,Collabera,Data Governance Analyst,"Charlotte, NC",CONTRACT,Entry level,1713389742000.0,117.0,38.0,On-site / Hybrid,Data Analytics,127920.0
3902742171,24422.0,Helen of Troy,Master Data PIM Analyst (Item Master),"Bend, Oregon, United States",FULL_TIME,,1713388922000.0,4.0,,On-site / Hybrid,Data Analytics,95871.5
3902742405,3672.0,CACI International Inc,Sr. Data Scientist (Modeling),"Charlottesville, VA",PART_TIME,Mid-Senior level,1713312000000.0,39.0,5.0,On-site / Hybrid,Data Science,166700.0
3902747771,2394593.0,Cambia Health Solutions,Data Reporting Analyst,"Spokane, WA",FULL_TIME,Mid-Senior level,1713391752000.0,42.0,10.0,On-site / Hybrid,Data Analytics,84000.0
3902747864,4881.0,UNICEF,"Consultancy - Education and Data and Analytics Consultant, Data and Analytics Team (DAT), DAPM NYHQ (remote-based)","New York, United States",FULL_TIME,Mid-Senior level,1713391985000.0,8.0,,Remote,Data Analytics,
3902748510,3889.0,Emory University,"Director, Research Data Analytics WHSC","Atlanta, GA",FULL_TIME,Mid-Senior level,1713390991000.0,16.0,3.0,On-site / Hybrid,Data Analytics,
3902748529,56342951.0,"Wis-Pak, Inc.",Business Intelligence Analyst,"Watertown, WI",FULL_TIME,Associate,1713391121000.0,14.0,5.0,On-site / Hybrid,Data Analytics,
3902748661,803638.0,ClearBridge Technology Group,Avamar / Data Domain Data Protection Engineer,"New York, NY",CONTRACT,Entry level,1713391473000.0,13.0,,On-site / Hybrid,Data Engineering,
3902749513,11135982.0,DHL Express,Business Intelligence Program Manager,"Fort Lauderdale, FL",FULL_TIME,Mid-Senior level,1713391249000.0,66.0,4.0,On-site / Hybrid,Data Analytics,
3902749982,4257.0,Humana,Medicaid Business Intelligence Engineer,"Louisville, KY",FULL_TIME,,1713392298000.0,49.0,10.0,On-site / Hybrid,Data Analytics,77250.0
3902752575,79902774.0,Navan,Senior Data Analyst,"Palo Alto, CA",FULL_TIME,Mid-Senior level,1713312000000.0,162.0,57.0,On-site / Hybrid,Data Analytics,164500.0
3902752877,3056209.0,Bluehawk Consulting,Product Insights & Analytics PM,"Redmond, WA",CONTRACT,Mid-Senior level,1713393223000.0,5.0,,On-site / Hybrid,Data Analytics,111750.0
3902753451,4257.0,Humana,Business Intelligence Lead,United States,FULL_TIME,,1713392590000.0,803.0,59.0,On-site / Hybrid,Data Analytics,124550.0
3902753586,1441.0,Google,"Sales Specialist, Cloud Data Analytics","San Francisco, CA",FULL_TIME,,1713393019000.0,15.0,,On-site / Hybrid,Data Analytics,138000.0
3902753629,11373.0,Austin Community College,"Analyst, IT Senior Reporting","Austin, TX",FULL_TIME,Mid-Senior level,1713393129000.0,6.0,,On-site / Hybrid,Data Analytics,83133.0
3902754520,166423.0,The Washington Post,Data Scientist,"Washington, DC",FULL_TIME,Entry level,1713392901000.0,359.0,121.0,On-site / Hybrid,Data Science,
3902755168,1115.0,SAP,Marketing Data Analyst,"Plano, TX",FULL_TIME,,1711232517000.0,364.0,92.0,On-site / Hybrid,Data Analytics,222650.0
3902755616,1403.0,Booz Allen Hamilton,ETL Engineer,"Huntsville, AL",FULL_TIME,,1713312000000.0,28.0,,On-site / Hybrid,Data Engineering,
3902755743,51667067.0,CeriFi,Senior Data Engineer,United States,FULL_TIME,Mid-Senior level,1713394327000.0,34.0,11.0,On-site / Hybrid,Data Engineering,
3902756194,1441.0,Google,"Senior Data Scientist, Google Cloud Support","New York, NY",FULL_TIME,Mid-Senior level,1713392790000.0,51.0,4.0,On-site / Hybrid,Data Science,186500.0
3902756308,5386170.0,Empower,Lead Database Engineer,"Greenwood Village, CO",FULL_TIME,Mid-Senior level,1713393147000.0,6.0,,On-site / Hybrid,Data Engineering,
3902756819,11448.0,Citi,VP-Data Quality Lead Analyst,"Jacksonville, FL",FULL_TIME,,1713312000000.0,28.0,,On-site / Hybrid,Data Analytics,
3902758039,18278699.0,Willow,Principal Architect - Data & Infrastructure,United States,FULL_TIME,Associate,1713393134000.0,54.0,4.0,On-site / Hybrid,Data Engineering,
3902758344,3627510.0,4D Molecular Therapeutics,Principal Data Scientist - Statistical Programming,"Emeryville, CA",FULL_TIME,Entry level,1713312000000.0,16.0,,On-site / Hybrid,Data Science,193500.0
3902758498,4207.0,Raymond James,Senior Data Engineer,"Tampa, FL",FULL_TIME,,1713394635000.0,18.0,5.0,On-site / Hybrid,Data Engineering,
3902758708,24440.0,Collabera,BIE/Business Intelligence Engineer/Business Intelligence Developer,"Seattle, WA",CONTRACT,Mid-Senior level,1713396947000.0,103.0,26.0,On-site / Hybrid,Data Analytics,
3902758930,1586.0,Amazon,"Business Intelligence Engineer, AFT Inbound","Arlington, VA",FULL_TIME,,1711238393000.0,25.0,2.0,On-site / Hybrid,Data Analytics,
3902759058,1555109.0,C2FO,Engineering Manager - Data Engineering,Kansas City Metropolitan Area,FULL_TIME,Mid-Senior level,1713393514000.0,24.0,3.0,On-site / Hybrid,Data Engineering,
3902759184,3627510.0,4D Molecular Therapeutics,Principal Data Scientist - Biostatistics,"Emeryville, CA",FULL_TIME,Entry level,1713312000000.0,26.0,2.0,On-site / Hybrid,Data Science,
3902760109,1403.0,Booz Allen Hamilton,Data Scientist,"Norfolk, VA",FULL_TIME,,1713312000000.0,21.0,5.0,On-site / Hybrid,Data Science,
3902762306,88634456.0,In Technology Group Inc (US),Senior Data Analyst,United States,FULL_TIME,Mid-Senior level,1713397503000.0,198.0,78.0,On-site / Hybrid,Data Analytics,
3902762457,1586.0,Amazon,Business Intelligence Engineer,"Seattle, WA",FULL_TIME,,1712534400000.0,27.0,2.0,On-site / Hybrid,Data Analytics,
3902765097,1586.0,Amazon,Business Intelligence Engineer,"Seattle, WA",FULL_TIME,,1712534400000.0,30.0,2.0,On-site / Hybrid,Data Analytics,
3902769245,2819.0,Publicis,"Senior Associate, Data Engineering - Azure Cloud","Arlington, VA",FULL_TIME,Mid-Senior level,1713399166000.0,5.0,,On-site / Hybrid,Data Engineering,
3902780915,1419.0,Capital One,Senior Machine Learning Engineer,"Richmond, VA",FULL_TIME,Mid-Senior level,1713402871000.0,19.0,4.0,On-site / Hybrid,Data Science,
3902780922,1419.0,Capital One,Senior Machine Learning Engineer,"McLean, VA",FULL_TIME,Mid-Senior level,1713402881000.0,12.0,1.0,On-site / Hybrid,Data Science,
3902780923,1419.0,Capital One,Senior Machine Learning Engineer,"Plano, TX",FULL_TIME,Mid-Senior level,1713402882000.0,20.0,6.0,On-site / Hybrid,Data Science,
3902780924,1419.0,Capital One,"Senior Machine Learning Engineer (Python, PySpark, SQL)","McLean, VA",FULL_TIME,Mid-Senior level,1713402885000.0,4.0,,On-site / Hybrid,Data Science,
3902781837,1419.0,Capital One,"Senior Machine Learning Engineer (Python, PySpark, SQL)","New York, NY",FULL_TIME,Mid-Senior level,1713402875000.0,6.0,,On-site / Hybrid,Data Science,
3902782722,1419.0,Capital One,Senior Data Engineer,"McLean, VA",FULL_TIME,Mid-Senior level,1713402872000.0,19.0,2.0,On-site / Hybrid,Data Engineering,
